event_id,user_id,ts,event_type,paywall_type,converted,price
e_f3239fde1bfc480d,u_dbd3e9decb30,2024-01-04 07:00:00,contentViewed_bible,,,
e_35bb4024edd04217,u_a99f2f6d2df1,2024-01-04 07:37:00,appOpen,,,
e_87392473c20a428a,u_bbe604f44180,2024-01-04 11:29:00,contentViewed_other,,,
e_4224c150bebb406f,u_fc8c63befeb8,2024-01-04 18:58:00,contentViewed_other,,,
e_52b270f39ca34ac9,u_f75fe8be11c2,2024-01-04 19:46:00,contentViewed_other,,,
e_d78bd37f0d6c40f6,u_5f94f538861c,2024-01-04 22:07:00,habitDone,,,
e_2acbc7f5d36649f8,u_f925f907a71e,2024-01-04 22:13:00,paywallShown,sleep,True,
e_294a7a3d9a5c4220,u_f925f907a71e,2024-01-04 22:14:00,purchaseCompleted,sleep,,14.99
e_1bf99bcc470c4511,u_a99f2f6d2df1,2024-01-05 00:25:00,habitDone,,,
e_050f6231a0864c60,u_2104564e81b0,2024-01-05 02:14:00,habitDone,,,
e_e0ffec94fe864616,u_ddba36bc5fd4,2024-01-05 02:41:00,contentViewed_bible,,,
e_685983be79944aa5,u_f925f907a71e,2024-01-05 03:37:00,contentViewed_other,,,
e_9b3b9dc2c69945ac,u_9872918b822a,2024-01-05 03:38:00,habitDone,,,
e_248ed9fb9cd1414e,u_57192dba987e,2024-01-05 07:34:00,habitDone,,,
e_307fe8adc13f4361,u_a99f2f6d2df1,2024-01-05 07:53:00,habitDone,,,
e_c53980a05d954301,bob,2024-01-05 08:03:00,contentViewed_other,,,
e_1c83c66103104e6b,u_e03e84daecfb,2024-01-05 09:00:00,appOpen,,,
e_a8a6dbb9c4d441f5,u_5b2f35f8d6e2,2024-01-05 14:36:00,contentViewed_anxiety,,,
e_deeedaf29f354253,u_9914acd53ce1,2024-01-05 15:10:00,paywallShown,biblestudy,False,
e_aa57398374144a75,u_9914acd53ce1,2024-01-05 16:18:00,paywallShown,biblestudy,False,
e_a6ebb2cbfa6e45d9,u_2104564e81b0,2024-01-05 16:50:00,habitDone,,,
e_4da03240839f4afe,u_bbe604f44180,2024-01-05 17:41:00,appOpen,,,
e_40dfe57607194712,u_91c866882652,2024-01-05 19:03:00,habitDone,,,
e_fd675e1f44414d41,u_5b2f35f8d6e2,2024-01-05 19:42:00,contentViewed_anxiety,,,
e_b65ecf7abde84a88,bob,2024-01-05 21:22:00,appOpen,,,
e_88fa3173cd3a4542,u_bbe604f44180,2024-01-05 22:00:00,paywallShown,generic,False,
e_552641dd86d14065,u_e03e84daecfb,2024-01-06 00:57:00,contentViewed_other,,,
e_4c38e5d2cc174eec,u_0f96e029768b,2024-01-06 03:01:00,contentViewed_sleep,,,
e_c51ba0c63c2340a0,bob,2024-01-06 03:41:00,habitDone,,,
e_25602927f2b64230,u_275dbcb24b04,2024-01-06 08:27:00,appOpen,,,
e_9deed27362fb461e,u_9914acd53ce1,2024-01-06 08:31:00,contentViewed_other,,,
e_aff86f7ade5641be,u_f925f907a71e,2024-01-06 10:04:00,paywallShown,anxiety,False,
e_c73bc59980214d23,u_5750ba8a86f6,2024-01-06 14:06:00,paywallShown,generic,False,
e_5e9f40baf63d464c,bob,2024-01-06 16:47:00,habitDone,,,
e_8ebe5fe82ae14eae,u_55a2d5ec8025,2024-01-06 18:21:00,habitDone,,,
e_8d4f2092094a4bcb,u_ce68bf51298a,2024-01-06 19:21:00,paywallShown,generic,False,
e_23f2dbc322d04f4c,u_de75f185d659,2024-01-06 20:01:00,habitDone,,,
e_9a12f8ebe0a94835,u_f925f907a71e,2024-01-06 20:06:00,habitDone,,,
e_dadd07cb9f714f4b,u_57192dba987e,2024-01-07 00:54:00,habitDone,,,
e_370077b71dbb4a1b,u_1f47bb80d180,2024-01-07 01:03:00,appOpen,,,
e_d661379346954b7a,u_5b2f35f8d6e2,2024-01-07 03:01:00,contentViewed_anxiety,,,
e_dc8eeaa1867645b3,u_fe1be84ecc4d,2024-01-07 05:53:00,contentViewed_other,,,
e_dc17540d705b4c0b,u_f925f907a71e,2024-01-07 05:55:00,contentViewed_other,,,
e_16e6c5807bcd4243,u_fc8c63befeb8,2024-01-07 06:41:00,habitDone,,,
e_ff7dc2a387ea4ad6,u_bbe604f44180,2024-01-07 07:30:00,appOpen,,,
e_a0944c06729c47aa,u_8663f19bc4de,2024-01-07 08:00:00,paywallShown,biblestudy,False,
e_9ca6a485be1f4b2a,u_2104564e81b0,2024-01-07 09:07:00,contentViewed_anxiety,,,
e_9a0d2d089f0a468b,u_02053f2a18d1,2024-01-07 12:32:00,appOpen,,,
e_ecd6d9a73e174ec5,u_802960f844f3,2024-01-07 13:00:00,habitDone,,,
e_8f61984951934c5c,u_a99f2f6d2df1,2024-01-07 15:16:00,contentViewed_bible,,,
e_986e79351f394f75,u_ce68bf51298a,2024-01-07 16:11:00,appOpen,,,
e_d73db708951c43c5,u_c58aaa8694d3,2024-01-07 18:48:00,appOpen,,,
e_6be35b4b79b542c6,u_1024f91a6c40,2024-01-07 18:58:00,appOpen,,,
e_99c1133d26cc49a4,u_00844e6d3b13,2024-01-07 19:25:00,habitDone,,,
e_456f15b4bdcc450c,u_36b30471d756,2024-01-07 19:36:00,paywallShown,generic,False,
e_d7d65b5d5e124cf5,u_ddba36bc5fd4,2024-01-07 20:08:00,paywallShown,anxiety,False,
e_69ad01f8a8684343,u_00844e6d3b13,2024-01-07 21:45:00,habitDone,,,
e_fa2dc917981d425a,u_c58aaa8694d3,2024-01-07 22:58:00,habitDone,,,
e_1530f39d05bc44bd,u_f5b6b2f4ef5c,2024-01-08 00:26:00,contentViewed_sleep,,,
e_8a5374a8189d4b5d,u_47f344388433,2024-01-08 02:29:00,habitDone,,,
e_8fcfe238c1e142a4,u_882d937c328a,2024-01-08 02:48:00,contentViewed_anxiety,,,
e_2c1c7845ae4b4446,u_1f47bb80d180,2024-01-08 03:09:00,habitDone,,,
e_40c2110b7e294ec3,u_164a5732717d,2024-01-08 04:04:00,appOpen,,,
e_540c2f2819bb4526,u_1f47bb80d180,2024-01-08 04:07:00,appOpen,,,
e_6dc6c1b2f8b14de5,u_5f94f538861c,2024-01-08 09:27:00,contentViewed_anxiety,,,
e_d122551305c44263,u_b1ca8d65ffb7,2024-01-08 09:33:00,habitDone,,,
e_77c0a65314554307,u_eec8cb3cbea4,2024-01-08 09:55:00,contentViewed_sleep,,,
e_28226641cd194169,u_dbd3e9decb30,2024-01-08 10:00:00,contentViewed_bible,,,
e_4704f489add34d37,u_c58aaa8694d3,2024-01-08 10:01:00,habitDone,,,
e_a8eaa135270b4961,u_9914acd53ce1,2024-01-08 13:44:00,paywallShown,biblestudy,False,
e_4fefdcc545e04a2e,u_a99f2f6d2df1,2024-01-08 14:36:00,paywallShown,biblestudy,False,
e_eb9672cbb2b549d8,u_dbd3e9decb30,2024-01-08 14:50:00,habitDone,,,
e_6ae5a8feea174bcc,u_7440a49c9cbc,2024-01-08 15:55:00,paywallShown,biblestudy,False,
e_fb43240c017d496a,u_c58aaa8694d3,2024-01-08 16:07:00,contentViewed_sleep,,,
e_084a970999fc4f68,u_d90b87c7e43e,2024-01-08 16:18:00,paywallShown,anxiety,False,
e_569cd768a5134a13,u_52386a32cd9a,2024-01-08 20:36:00,contentViewed_anxiety,,,
e_8f1d164280b945e7,u_57192dba987e,2024-01-08 21:20:00,habitDone,,,
e_e97ae6b35f5449ce,bob,2024-01-08 22:01:00,contentViewed_sleep,,,
e_b2c226dc30244f61,u_8663f19bc4de,2024-01-08 22:22:00,paywallShown,biblestudy,False,
e_aa14630f62bc480c,u_bbe604f44180,2024-01-09 00:50:00,appOpen,,,
e_2fdb7ac95f714570,u_c2806d0657c8,2024-01-09 01:43:00,habitDone,,,
e_894c95dc8bc44d4b,u_ad3e60cbb9f2,2024-01-09 02:13:00,contentViewed_other,,,
e_3f02b18401d84323,u_fe1be84ecc4d,2024-01-09 02:20:00,habitDone,,,
e_f8fc42b65ee54a7a,u_c30109710ee8,2024-01-09 03:00:00,habitDone,,,
e_638013997d284398,u_bbe604f44180,2024-01-09 03:09:00,contentViewed_other,,,
e_490697c24ffb491a,u_721b4bb26e2b,2024-01-09 04:18:00,habitDone,,,
e_4e15d41d491f4c8b,u_1f47bb80d180,2024-01-09 04:20:00,appOpen,,,
e_73d2be094d674281,u_02053f2a18d1,2024-01-09 05:33:00,contentViewed_other,,,
e_16b0ba44e9d34375,u_05482e0a8894,2024-01-09 07:55:00,contentViewed_bible,,,
e_7006781d813246fd,u_881bf3375d03,2024-01-09 08:08:00,appOpen,,,
e_3b24fba3c30448ec,u_6ae1ca7dbbb8,2024-01-09 09:46:00,habitDone,,,
e_54d87b28e1d54089,u_ce68bf51298a,2024-01-09 10:25:00,habitDone,,,
e_370abd32bec748e2,u_a99f2f6d2df1,2024-01-09 10:46:00,appOpen,,,
e_28c97c065995407e,u_57192dba987e,2024-01-09 10:59:00,habitDone,,,
e_62457b70d5f74d7d,u_f6f40b8d3a0d,2024-01-09 13:02:00,contentViewed_other,,,
e_4bd3d8b7ce7f4626,u_1f47bb80d180,2024-01-09 13:03:00,habitDone,,,
e_e45debfbf8db46fa,u_c2806d0657c8,2024-01-09 14:21:00,appOpen,,,
e_3153321a94cf4e47,u_02053f2a18d1,2024-01-09 14:32:00,habitDone,,,
e_6895ab40ceb7492b,u_c2806d0657c8,2024-01-09 15:47:00,appOpen,,,
e_27d14a33e2144885,u_c58aaa8694d3,2024-01-09 15:59:00,appOpen,,,
e_c2db86158d70498e,u_1024f91a6c40,2024-01-09 16:00:00,appOpen,,,
e_0196f029e18d49f7,u_6ae1ca7dbbb8,2024-01-09 16:05:00,contentViewed_other,,,
e_00ebb98e4a334cd4,u_203120bd4f47,2024-01-09 16:24:00,contentViewed_bible,,,
e_8b2d6395afed45aa,u_1f47bb80d180,2024-01-09 16:49:00,contentViewed_other,,,
e_a251b804648e45c9,u_91c866882652,2024-01-09 17:00:00,contentViewed_bible,,,
e_a9c197dab3f043be,u_5b2f35f8d6e2,2024-01-09 17:50:00,paywallShown,generic,False,
e_12be0834e4cf4ff8,u_eec8cb3cbea4,2024-01-09 18:24:00,appOpen,,,
e_daf87aeb3bc543b4,u_9760c1a551f6,2024-01-09 18:28:00,appOpen,,,
e_b082148959a84e16,u_e03e84daecfb,2024-01-09 20:41:00,paywallShown,biblestudy,True,
e_330f3e51ef9243a4,u_e03e84daecfb,2024-01-09 20:48:00,purchaseCompleted,biblestudy,,29.99
e_d58ed8d9fefc4b4c,u_e20ecfc915f5,2024-01-09 21:42:00,appOpen,,,
e_42cd1e3b3be849ff,u_57192dba987e,2024-01-09 21:47:00,habitDone,,,
e_a676e999d96a44a7,u_275dbcb24b04,2024-01-09 21:53:00,appOpen,,,
e_c6100eddc9664fa0,u_fe1be84ecc4d,2024-01-09 22:38:00,contentViewed_sleep,,,
e_5c79383c14024e1b,u_564aa1eb855d,2024-01-10 01:03:00,appOpen,,,
e_9e0035dba408462b,u_c2806d0657c8,2024-01-10 02:27:00,habitDone,,,
e_a64a8a302eb048db,u_1f47bb80d180,2024-01-10 02:27:00,appOpen,,,
e_2b21b8d4bcb645f1,u_e03e84daecfb,2024-01-10 02:35:00,habitDone,,,
e_04df6c62149d42f7,u_02053f2a18d1,2024-01-10 03:38:00,appOpen,,,
e_107b806129444cff,u_5f94f538861c,2024-01-10 05:29:00,appOpen,,,
e_d3b7475b4eeb4285,u_47f344388433,2024-01-10 06:25:00,contentViewed_other,,,
e_5c22e8f268de4937,u_164a5732717d,2024-01-10 06:37:00,appOpen,,,
e_ec6f378dc42c4cee,u_881bf3375d03,2024-01-10 06:57:00,appOpen,,,
e_8ff02cf9d85b4f40,u_6ae1ca7dbbb8,2024-01-10 07:22:00,habitDone,,,
e_1ea47a3993a547f2,u_6ae1ca7dbbb8,2024-01-10 09:11:00,habitDone,,,
e_2abe26dad4b24bcc,u_2b7656095054,2024-01-10 09:17:00,paywallShown,generic,False,
e_b0b6db5deda84dae,u_1cfe0bfc4559,2024-01-10 09:48:00,paywallShown,biblestudy,False,
e_c30950d5eb8749f3,u_7dcf8ece3703,2024-01-10 10:27:00,habitDone,,,
e_c8c076c3804c435c,u_02053f2a18d1,2024-01-10 12:43:00,contentViewed_other,,,
e_7f471013e3644f33,u_91c866882652,2024-01-10 13:28:00,contentViewed_bible,,,
e_2638490be80a4af2,u_721b4bb26e2b,2024-01-10 13:57:00,habitDone,,,
e_0b80cb8254984708,u_feeb8c63210e,2024-01-10 14:48:00,appOpen,,,
e_0ac2f44eb5ee46de,u_fe1be84ecc4d,2024-01-10 15:11:00,contentViewed_other,,,
e_170681682634471a,u_fe1be84ecc4d,2024-01-10 16:25:00,habitDone,,,
e_e13f497102334389,u_b4a5906e132c,2024-01-10 16:28:00,habitDone,,,
e_65200bcc3c7b42d3,u_9760c1a551f6,2024-01-10 16:44:00,appOpen,,,
e_eb79080fe57f4811,u_6ae1ca7dbbb8,2024-01-10 17:13:00,contentViewed_other,,,
e_bdbfcaa364d047a7,u_d90b87c7e43e,2024-01-10 17:18:00,appOpen,,,
e_91fc06421bce494f,u_fe1be84ecc4d,2024-01-10 17:27:00,contentViewed_sleep,,,
e_c3e8ac8c1bdb4dd5,u_dbd3e9decb30,2024-01-10 17:55:00,contentViewed_bible,,,
e_a39c1c286cb34c53,u_e4c0415d6fd0,2024-01-10 18:01:00,contentViewed_sleep,,,
e_ccdde4ba86e74f8a,u_1f47bb80d180,2024-01-10 18:20:00,habitDone,,,
e_385c7e64ac6a4744,u_f925f907a71e,2024-01-10 18:52:00,appOpen,,,
e_8ce339789fd14100,u_dbd3e9decb30,2024-01-10 19:08:00,contentViewed_bible,,,
e_6a2446c616e14a72,bob,2024-01-10 20:18:00,habitDone,,,
e_078176660f614375,u_eec8cb3cbea4,2024-01-10 20:32:00,contentViewed_sleep,,,
e_53fed34ea6424be2,u_a99f2f6d2df1,2024-01-10 20:40:00,appOpen,,,
e_7254126d65394f06,u_26d7271c386e,2024-01-11 00:48:00,contentViewed_other,,,
e_d65b261a99534e89,u_9e853ba2c90f,2024-01-11 01:17:00,contentViewed_bible,,,
e_18b2d52594024d5b,u_9e853ba2c90f,2024-01-11 02:04:00,habitDone,,,
e_8342a9e7b6d34cf1,u_7440a49c9cbc,2024-01-11 02:15:00,habitDone,,,
e_dccee62193c94e59,u_feeb8c63210e,2024-01-11 04:45:00,contentViewed_other,,,
e_9eaf04b21f5347f2,u_ddba36bc5fd4,2024-01-11 05:31:00,contentViewed_bible,,,
e_ee83615366f14202,u_1cfe0bfc4559,2024-01-11 05:35:00,habitDone,,,
e_2fa73efd201c4412,u_b5b53eb425ec,2024-01-11 06:54:00,appOpen,,,
e_3a342845791842be,u_76f2e0dcdd5c,2024-01-11 06:58:00,habitDone,,,
e_52d719f7a7b64d1e,u_c8a276b41e59,2024-01-11 07:12:00,contentViewed_other,,,
e_d12789720dda4259,u_c2806d0657c8,2024-01-11 07:17:00,appOpen,,,
e_6198ea2b22e64f9c,u_c8a276b41e59,2024-01-11 08:14:00,appOpen,,,
e_a1a35a6873674500,bob,2024-01-11 08:54:00,contentViewed_sleep,,,
e_233a7ce628de401d,u_881bf3375d03,2024-01-11 09:10:00,contentViewed_other,,,
e_06743035076c49ab,u_c2806d0657c8,2024-01-11 10:29:00,habitDone,,,
e_4da66d263d974bbd,u_b5b53eb425ec,2024-01-11 10:31:00,habitDone,,,
e_8e113d0d0bd24d27,u_26d7271c386e,2024-01-11 11:04:00,paywallShown,anxiety,False,
e_dc12f76240524c92,u_55a2d5ec8025,2024-01-11 11:18:00,habitDone,,,
e_6da26cd1abe84cca,u_b6da57e9ff6e,2024-01-11 12:30:00,contentViewed_other,,,
e_d8e7975c7edf4ab9,u_5f94f538861c,2024-01-11 12:41:00,contentViewed_anxiety,,,
e_896f986988ef40e5,u_bbe604f44180,2024-01-11 13:27:00,habitDone,,,
e_7d6e0ffbebb14771,u_f925f907a71e,2024-01-11 14:22:00,contentViewed_other,,,
e_a961f20d7bb94133,u_203120bd4f47,2024-01-11 14:57:00,habitDone,,,
e_7f4bc8b12f6b4e39,u_8db7313b8c63,2024-01-11 15:31:00,contentViewed_sleep,,,
e_eba3fbf7ba2b46a0,u_d90b87c7e43e,2024-01-11 15:32:00,appOpen,,,
e_5d62f05c15d64385,u_02053f2a18d1,2024-01-11 17:09:00,contentViewed_other,,,
e_d2addc599b1e4687,u_5750ba8a86f6,2024-01-11 18:25:00,contentViewed_sleep,,,
e_50d824344c6344c5,u_4fc07fa45076,2024-01-11 18:34:00,paywallShown,sleep,False,
e_9c0150b55ef44e7f,u_e03e84daecfb,2024-01-11 18:45:00,contentViewed_bible,,,
e_c1c14e37aa334291,u_ce68bf51298a,2024-01-11 19:06:00,contentViewed_other,,,
e_90c89aaa4a7c444d,u_a13fba9c7f4e,2024-01-11 19:20:00,paywallShown,sleep,False,
e_34f1fa4ac53d4922,u_02053f2a18d1,2024-01-11 19:23:00,paywallShown,biblestudy,False,
e_c5a02a3b18f84a6c,u_9760c1a551f6,2024-01-11 21:03:00,habitDone,,,
e_405ea7aeceb84fda,u_d7381fa63a70,2024-01-11 21:24:00,contentViewed_other,,,
e_b2f95a0b72d140b3,u_02053f2a18d1,2024-01-11 21:27:00,contentViewed_other,,,
e_156bd0289974486a,u_aec211658abb,2024-01-11 22:54:00,contentViewed_bible,,,
e_cb88653853bb49c7,u_feeb8c63210e,2024-01-12 00:33:00,habitDone,,,
e_5ffd0e77b7e447b7,u_882d937c328a,2024-01-12 01:36:00,habitDone,,,
e_d89a49e074094491,u_164a5732717d,2024-01-12 02:33:00,appOpen,,,
e_b197c4d157b04f36,u_eec8cb3cbea4,2024-01-12 06:03:00,habitDone,,,
e_294220a067da4809,u_6722c1326573,2024-01-12 06:13:00,appOpen,,,
e_4c4b52bbd7a94fbe,u_fe1be84ecc4d,2024-01-12 06:14:00,habitDone,,,
e_86f9b883cb9240f2,u_f925f907a71e,2024-01-12 06:21:00,appOpen,,,
e_19296d6df27e4db8,u_45175f12bcc8,2024-01-12 08:34:00,contentViewed_sleep,,,
e_76b91baaa0a6407b,u_55a2d5ec8025,2024-01-12 10:39:00,paywallShown,biblestudy,False,
e_2d4c319fe8834296,u_fe685e2f213f,2024-01-12 10:44:00,appOpen,,,
e_3ae831b7b8a64207,u_881bf3375d03,2024-01-12 11:17:00,contentViewed_sleep,,,
e_18917b93b28c4f4f,u_881bf3375d03,2024-01-12 11:53:00,habitDone,,,
e_20909c694d894571,u_85c465c0c2f4,2024-01-12 12:09:00,paywallShown,anxiety,False,
e_2c13fd2b69ac4bc3,u_765491f7a51f,2024-01-12 13:03:00,habitDone,,,
e_a34c4a0a3b7c409c,u_c2806d0657c8,2024-01-12 14:18:00,contentViewed_sleep,,,
e_5f57fef61a874cc2,u_a99f2f6d2df1,2024-01-12 14:58:00,contentViewed_bible,,,
e_d893a36ef6ac465c,u_6722c1326573,2024-01-12 15:32:00,habitDone,,,
e_18ebbb3284524278,u_a99f2f6d2df1,2024-01-12 18:26:00,contentViewed_other,,,
e_4b2fd1a423ff4e0e,u_721b4bb26e2b,2024-01-12 19:23:00,contentViewed_bible,,,
e_630da458f9014e62,u_c8a276b41e59,2024-01-12 20:23:00,contentViewed_anxiety,,,
e_0013e900e31849c4,u_6722c1326573,2024-01-12 20:35:00,contentViewed_sleep,,,
e_d7be1c69dd7542ff,u_9760c1a551f6,2024-01-12 21:39:00,paywallShown,biblestudy,False,
e_5179080118e3457a,u_c2806d0657c8,2024-01-12 23:00:00,contentViewed_sleep,,,
e_0d4e612f7b954bb8,u_01470ce55ec2,2024-01-12 23:52:00,contentViewed_other,,,
e_5d83b69e2699468d,u_bfad9b906b0b,2024-01-13 00:52:00,habitDone,,,
e_40ba43325efa4476,u_5f7ae6eb1a88,2024-01-13 01:06:00,appOpen,,,
e_f2b87558277746f3,u_b5b53eb425ec,2024-01-13 01:24:00,appOpen,,,
e_4742b03ff83e4bb9,u_329852d06675,2024-01-13 01:56:00,contentViewed_bible,,,
e_62ff028d4f9549cc,u_f925f907a71e,2024-01-13 02:12:00,habitDone,,,
e_1fb3644c29f64f1e,u_02053f2a18d1,2024-01-13 02:30:00,habitDone,,,
e_33eb2a550f2e44b2,u_c60de7479068,2024-01-13 03:04:00,habitDone,,,
e_0e48093227814179,u_eec8cb3cbea4,2024-01-13 03:29:00,contentViewed_sleep,,,
e_37c8142915754a55,u_1cfe0bfc4559,2024-01-13 04:19:00,habitDone,,,
e_66486f8359054f7f,u_203120bd4f47,2024-01-13 04:55:00,appOpen,,,
e_1ca3cf37259146d0,u_85c465c0c2f4,2024-01-13 05:17:00,appOpen,,,
e_ed9a760e2d0b4339,u_47f344388433,2024-01-13 05:29:00,habitDone,,,
e_1c41c00aa31f47ef,u_91c866882652,2024-01-13 06:39:00,appOpen,,,
e_ceb0eca586a54169,u_c2806d0657c8,2024-01-13 06:42:00,contentViewed_sleep,,,
e_0fc2f4944a6f4487,u_c8a276b41e59,2024-01-13 06:46:00,contentViewed_anxiety,,,
e_0a7ec767e7144122,u_55a2d5ec8025,2024-01-13 07:14:00,habitDone,,,
e_a36826059e154359,bob,2024-01-13 07:18:00,habitDone,,,
e_18d2326c9c9142df,u_d2363a8221b5,2024-01-13 08:10:00,habitDone,,,
e_30481287257e4010,u_00844e6d3b13,2024-01-13 08:18:00,paywallShown,generic,False,
e_dcca26d85eed4c17,u_57192dba987e,2024-01-13 09:41:00,contentViewed_bible,,,
e_1baf56a1ffd749b0,u_45175f12bcc8,2024-01-13 10:34:00,paywallShown,sleep,False,
e_aad21933c7b94d20,u_c8a276b41e59,2024-01-13 12:45:00,habitDone,,,
e_1809e6cb562b4c9b,u_694f14cb015d,2024-01-13 12:51:00,contentViewed_other,,,
e_e111648b5e3545a0,u_fc8c63befeb8,2024-01-13 13:36:00,habitDone,,,
e_42fb12141d80418f,u_1f47bb80d180,2024-01-13 13:46:00,contentViewed_other,,,
e_289677e1e08f4547,u_91c866882652,2024-01-13 14:17:00,contentViewed_bible,,,
e_3c7473309b9e4e8d,u_c8a276b41e59,2024-01-13 14:25:00,contentViewed_other,,,
e_ca1e7332214b4b8f,u_e813093a6c7c,2024-01-13 15:16:00,paywallShown,anxiety,False,
e_ac590cab84834dcb,u_c30109710ee8,2024-01-13 15:56:00,contentViewed_anxiety,,,
e_9535c894d07d48b5,u_3756da5d9f9f,2024-01-13 16:19:00,habitDone,,,
e_e4e18e3b1a694165,u_881bf3375d03,2024-01-13 16:46:00,appOpen,,,
e_8be889c117474e39,u_9c2fe828d06b,2024-01-13 18:19:00,habitDone,,,
e_1e29a80003a84c60,u_eec8cb3cbea4,2024-01-13 18:34:00,contentViewed_sleep,,,
e_13cd1d10e5984e88,u_55a2d5ec8025,2024-01-13 18:54:00,paywallShown,sleep,False,
e_08f399fb0644485d,u_1f47bb80d180,2024-01-13 19:14:00,habitDone,,,
e_76f99261107d4e76,u_ce68bf51298a,2024-01-13 19:15:00,contentViewed_other,,,
e_f1001c7509334373,u_e03e84daecfb,2024-01-13 19:41:00,appOpen,,,
e_7ab494bb3e7c46c6,u_7059d8f11ddb,2024-01-13 19:57:00,habitDone,,,
e_3317ae0d981e4b47,u_425bdd0c184a,2024-01-13 21:21:00,contentViewed_sleep,,,
e_c61eb1c5ab7b45d6,u_ddba36bc5fd4,2024-01-13 22:42:00,paywallShown,generic,False,
e_052f372dba384b62,u_76f2e0dcdd5c,2024-01-13 22:59:00,paywallShown,generic,False,
e_e2d3a276ff344164,u_02053f2a18d1,2024-01-13 23:50:00,habitDone,,,
e_20d501145b3b4a87,u_00793a107647,2024-01-14 00:28:00,appOpen,,,
e_ad723e8e7b114e4b,u_eec8cb3cbea4,2024-01-14 00:29:00,habitDone,,,
e_433e303906d249d6,u_45175f12bcc8,2024-01-14 01:05:00,contentViewed_other,,,
e_7d59eb169d654514,u_6112d722416c,2024-01-14 01:08:00,habitDone,,,
e_cfc9242345d1445b,u_55a2d5ec8025,2024-01-14 01:37:00,appOpen,,,
e_ae3e1fabb72e4e77,u_ce68bf51298a,2024-01-14 01:42:00,habitDone,,,
e_f4064983fb874641,u_b5b53eb425ec,2024-01-14 01:55:00,habitDone,,,
e_250313c24d644e15,u_76f2e0dcdd5c,2024-01-14 02:10:00,appOpen,,,
e_7d2032ff969d4ab5,u_518d9ecbd2b1,2024-01-14 02:18:00,contentViewed_other,,,
e_1e23195c1693460b,u_eeb1388ee5a2,2024-01-14 02:37:00,contentViewed_other,,,
e_902e064dcfa547ad,u_802960f844f3,2024-01-14 03:25:00,contentViewed_other,,,
e_28449db90d944e87,u_c2806d0657c8,2024-01-14 04:03:00,contentViewed_other,,,
e_9870e40d31224fea,u_12f175350225,2024-01-14 05:21:00,contentViewed_bible,,,
e_0c65d66a054045d7,u_dbd3e9decb30,2024-01-14 06:30:00,contentViewed_bible,,,
e_7498d10689d348ec,u_6722c1326573,2024-01-14 09:08:00,appOpen,,,
e_9d432d85eaf34880,u_ce68bf51298a,2024-01-14 09:33:00,habitDone,,,
e_5e0688ed014d48a5,u_6722c1326573,2024-01-14 10:24:00,appOpen,,,
